ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
170,2,2,3,4,2,1,5,5,4,4,5,5,5,5,3,2,2,1,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,1
171,2,2,3,2,1,1,4,3,4,4,4,4,5,4,3,3,2,4,5,3,2,4,5,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,1
172,1,4,4,4,2,4,5,5,4,5,4,5,4,4,2,4,2,3,4,4,4,4,4,3,4,4,5,5,4,4,3,4,4,4,4,4,4,5,3
173,2,3,4,1,1,2,3,3,3,3,3,2,2,3,5,5,4,4,4,4,4,4,4,3,3,3,4,5,4,3,4,4,3,3,4,3,3,4,4
174,1,1,4,2,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,3,4,4,3,3,4,4,4,5,5,1
175,2,1,4,1,3,3,3,4,4,3,3,2,3,3,4,4,4,2,5,4,4,5,3,3,5,3,3,3,3,3,4,3,3,5,3,5,3,4,2
176,1,1,2,2,3,4,5,4,4,4,4,5,5,4,5,5,4,4,4,3,3,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,3,2
177,2,2,3,5,3,2,4,2,3,3,3,4,4,4,5,5,4,5,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,1
178,1,1,3,2,1,3,4,4,4,4,5,4,5,5,5,5,5,5,4,4,4,5,4,3,5,4,4,4,4,3,4,3,4,4,4,5,5,4,4
179,4,2,2,1,1,2,3,3,3,3,4,4,5,4,5,4,4,4,5,5,5,5,4,5,5,4,4,4,5,5,3,3,3,3,4,4,4,4,2
180,1,2,4,2,2,2,3,4,3,3,4,3,4,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,2,3,2,3,2
181,1,1,1,1,2,2,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,4,5,4,5,4
182,1,3,4,4,2,3,5,4,5,4,3,3,4,4,3,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,3,4,5,5,5,5,4
183,4,1,3,2,1,3,4,4,4,3,3,4,5,3,5,3,4,4,4,4,4,4,5,5,4,5,4,3,4,5,3,4,2,4,2,3,4,3,3
184,3,1,3,2,1,2,3,2,3,2,3,4,3,2,3,3,4,3,4,4,3,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,1
185,1,2,3,2,1,1,4,4,5,4,4,3,4,3,5,5,4,4,5,4,3,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3
186,2,2,4,2,3,3,4,3,4,3,5,4,5,3,4,4,5,4,4,5,5,4,4,3,4,4,5,4,5,5,1,2,2,2,3,3,3,3,1
187,3,2,3,1,1,1,3,2,2,2,4,4,3,4,4,4,3,3,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,3
188,2,2,3,3,2,2,5,4,4,4,3,3,3,3,4,4,4,5,4,4,5,4,5,4,5,4,3,2,3,2,3,4,3,3,4,4,3,3,3
189,2,1,1,1,1,3,4,4,3,5,3,4,4,4,4,4,5,4,5,4,4,5,3,3,3,4,4,4,4,4,2,2,2,2,4,5,5,5,4
190,1,3,3,3,2,3,5,4,5,5,5,5,5,5,5,4,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4
191,1,3,2,3,2,3,3,3,2,2,3,3,2,3,4,5,5,5,4,4,4,4,5,4,4,4,5,5,5,5,3,4,3,3,3,4,4,5,3
192,4,2,3,3,3,3,1,2,1,1,4,4,4,3,4,4,4,4,4,3,4,3,2,3,3,3,3,3,5,4,4,3,3,3,2,2,2,2,1
193,4,1,3,2,3,2,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,5,5,5,4,5,5,5,5,2
194,2,2,3,2,2,3,4,4,4,4,5,4,5,5,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,3,4,3,3,5,5,5,5,2
195,1,2,1,1,3,2,4,3,4,2,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,3,4,3,4,4,4,4,5,2
196,1,1,1,3,4,2,3,3,2,3,4,3,4,4,4,3,4,3,3,4,2,3,5,5,5,4,2,3,3,3,3,4,3,5,3,3,3,3,1
197,2,4,3,1,3,1,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4,3,3,3,4,5,4,5,5,4,4,4,1
198,4,1,1,2,3,2,2,3,3,3,3,3,3,2,5,4,5,4,4,5,3,3,2,3,2,2,3,5,3,4,2,2,3,2,2,3,3,3,2
199,4,4,1,1,1,2,5,5,5,4,3,4,3,3,4,4,4,4,3,3,2,3,4,4,5,4,5,5,5,5,5,4,4,4,3,4,3,3,4
200,3,2,1,1,2,2,3,4,2,3,1,2,1,2,3,3,3,2,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,3,1
201,2,1,4,2,1,3,3,4,3,3,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,2,3,3,3,5,5,5,5,4
202,1,2,3,1,1,2,3,4,4,3,4,5,5,4,5,4,5,4,2,2,2,4,4,4,4,4,4,3,3,3,4,5,4,4,4,4,3,3,3
203,1,3,2,3,4,1,3,3,3,3,2,2,2,3,3,2,2,3,4,4,3,4,5,5,4,4,2,2,1,2,4,3,4,4,1,1,1,2,1
204,4,3,2,1,2,4,3,3,4,4,4,2,4,3,4,4,5,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,5,4,4,2
205,2,3,2,1,3,1,3,3,4,2,2,3,3,3,2,1,2,3,4,3,3,4,5,4,5,5,3,3,3,4,3,5,3,4,4,4,3,3,1
206,1,2,4,2,3,2,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,4,5,4,5,5,2
207,1,2,3,1,3,2,3,3,4,3,4,4,4,4,2,2,2,3,4,4,4,4,3,3,3,2,2,3,2,1,3,3,3,4,3,2,4,2,1
208,2,3,2,1,4,2,3,2,3,3,2,2,3,3,4,5,5,5,4,5,3,4,5,5,5,5,2,3,2,3,4,4,4,4,3,3,2,3,1
209,1,1,2,3,1,1,3,3,3,3,4,4,4,3,3,4,4,4,3,4,3,4,4,3,2,4,2,2,3,3,2,2,2,2,3,2,2,3,2
210,1,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,5,5,4,4,3,3,4,4,4,4,4,4,3
211,2,1,3,3,2,1,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4
212,2,4,4,1,1,2,4,4,5,5,4,5,5,4,3,3,3,2,3,3,2,3,5,5,5,5,5,5,5,4,4,3,4,4,3,3,3,3,3
213,2,4,2,1,1,2,4,4,5,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,3,2,2,2,3,4,3,3,4,2
214,1,1,1,3,2,2,3,3,3,4,3,4,4,4,3,2,4,3,4,4,4,4,3,3,3,4,3,3,3,4,5,5,4,4,3,4,4,3,3
215,2,2,1,1,3,3,3,3,3,4,4,3,3,4,3,3,3,3,5,5,5,5,4,3,4,4,4,5,5,4,3,4,4,4,5,5,4,4,3
216,1,4,4,1,2,3,3,3,3,4,5,5,5,4,4,4,5,5,3,3,3,3,5,5,5,5,4,4,5,4,3,3,3,3,4,4,4,4,4
217,1,1,2,2,2,1,4,3,3,4,3,4,4,4,3,4,4,3,2,3,3,2,4,3,4,4,4,5,4,4,4,4,4,3,3,4,3,3,2
218,3,2,4,1,2,2,3,3,2,3,5,4,5,4,5,4,5,5,5,5,4,4,4,4,5,5,2,3,2,3,5,5,4,5,5,4,5,4,2
219,2,4,3,4,1,3,3,3,2,3,2,2,2,3,3,4,3,2,3,4,3,4,4,3,4,4,3,2,3,2,1,1,1,1,3,3,2,2,1
220,3,1,3,1,1,2,4,4,4,5,3,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,3,3,3,3,3,4,4,4,4,4,5,2
221,2,2,2,3,3,2,5,4,4,4,4,5,4,5,3,3,3,3,3,3,3,3,4,4,3,3,5,5,4,4,3,2,1,3,4,4,4,5,2
222,2,1,2,4,2,2,4,4,4,3,5,4,4,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,3
223,1,4,3,2,3,4,5,4,5,4,4,5,5,4,4,5,4,5,5,5,5,5,4,4,3,4,4,3,3,5,4,3,3,4,5,4,4,4,2
224,1,4,4,4,1,3,2,2,2,2,4,4,5,5,3,4,4,4,3,4,3,3,4,4,3,5,3,3,5,4,4,4,4,4,4,4,3,3,3
225,1,4,3,2,3,2,4,4,4,3,4,5,4,5,3,3,2,2,2,3,3,4,4,3,4,4,4,4,4,3,4,3,2,3,3,2,2,3,1
226,1,2,3,5,2,3,4,4,4,3,4,4,4,3,5,4,4,4,4,4,3,5,4,4,4,4,4,3,5,4,3,2,3,3,3,3,3,3,1
227,4,3,1,1,2,2,4,4,4,5,3,4,4,3,4,4,5,5,5,4,5,4,4,3,4,4,4,4,4,5,3,3,3,4,5,4,4,4,2
228,1,3,4,3,2,3,4,3,3,3,1,3,2,2,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,2,2,3,4,1
229,4,1,4,2,3,2,5,5,5,5,3,3,3,3,3,4,4,2,4,4,4,4,3,3,3,3,4,3,4,4,4,5,3,4,5,4,4,4,2
230,2,3,2,2,2,2,3,3,4,3,4,4,4,5,5,5,4,5,5,5,5,5,4,3,4,3,4,4,4,4,3,4,3,3,5,4,5,4,2
231,3,1,4,2,2,3,4,4,3,3,4,4,4,3,4,5,4,4,4,3,4,3,5,4,5,5,5,4,4,4,4,4,5,5,4,4,5,5,3
232,2,2,3,3,4,2,3,4,4,3,3,4,4,4,5,3,4,5,3,3,4,2,4,4,4,4,4,5,5,4,3,4,3,3,4,3,3,4,1
233,2,1,3,1,3,2,4,4,5,5,4,4,4,4,3,3,4,5,5,5,5,5,3,2,3,3,5,4,4,5,4,5,4,5,5,5,5,5,4
234,2,1,3,1,2,4,3,3,3,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,5,5,5,4,3,3,3,3,3,3,3,2,1
235,1,1,4,3,3,1,3,3,3,3,2,2,3,2,5,5,5,4,3,4,4,3,3,2,3,2,4,3,3,4,4,3,3,4,2,3,2,2,1
236,2,2,3,3,2,2,3,5,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,3,4,3,3,4,3,3,4,4,4,5,4,4,4,4,2
237,1,1,2,5,1,1,4,4,3,3,5,5,5,5,2,3,3,3,4,4,3,4,1,2,1,1,4,4,4,4,2,3,3,2,2,3,2,3,3
238,1,2,2,3,2,3,3,4,4,4,5,4,3,4,4,4,4,5,3,3,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,4,4,1
239,2,1,4,5,4,3,5,3,4,3,4,4,4,3,4,3,3,4,4,4,3,3,3,2,3,2,3,3,3,4,5,4,4,3,3,4,4,4,2
240,1,1,2,3,4,2,5,5,3,5,4,4,4,5,5,5,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,5,5,5,4,4,5,5,2
241,4,2,3,1,2,3,5,4,5,5,3,4,5,4,5,5,5,5,4,4,5,4,4,4,3,3,4,4,5,5,3,3,3,4,4,5,5,5,4
242,4,3,3,1,2,2,3,4,3,2,5,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,5,5,5,5,4,4,4,3,3
243,4,1,3,3,1,3,5,5,5,4,3,4,4,5,3,4,3,4,4,4,3,4,3,3,5,5,4,5,4,4,5,5,5,5,4,4,4,4,3
244,1,2,3,2,4,2,2,2,2,2,4,4,4,4,3,2,1,2,4,4,5,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,1
245,1,3,4,1,4,2,4,4,4,4,4,3,3,4,3,3,2,2,4,3,3,4,5,4,4,5,4,4,4,3,3,4,4,4,4,3,3,4,1
246,4,2,2,2,2,4,3,3,4,3,3,3,4,3,2,2,3,2,4,4,3,4,3,4,4,3,4,4,4,4,2,2,2,2,3,3,3,2,1
247,2,1,2,5,3,2,2,3,2,1,3,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,4,2
248,4,1,2,2,3,1,4,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,3,2,3,3,5,5,3,4,2
249,4,3,4,2,2,2,3,4,3,3,5,5,5,5,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,2,2
250,3,1,3,2,1,4,3,2,3,2,3,3,3,3,3,3,4,4,4,4,4,4,3,2,3,3,3,3,3,3,4,5,4,4,3,3,3,3,3
251,1,3,2,1,2,2,5,5,5,5,3,3,3,4,4,4,5,5,3,4,4,4,4,3,3,4,5,5,5,5,5,4,4,3,5,5,5,5,3
252,1,2,4,2,2,1,3,3,3,3,3,5,4,3,3,5,4,3,3,3,3,4,5,5,5,5,3,4,4,5,4,3,3,4,4,3,3,4,2
253,3,4,4,2,2,2,3,3,3,3,5,5,5,3,3,1,3,2,5,5,5,4,4,4,4,4,3,4,3,3,2,3,3,3,4,3,4,4,1
254,1,3,4,1,2,2,5,4,3,4,4,4,4,4,4,4,4,4,5,3,4,5,4,5,5,3,5,5,5,4,3,4,4,4,3,4,4,4,3
255,1,4,4,3,4,1,4,4,4,3,2,2,1,1,3,2,2,1,3,3,2,3,2,3,2,2,3,3,3,3,3,4,4,3,2,2,2,2,1
256,2,2,2,2,1,3,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,4,3,4,4,4,4,4,4,5,5,4,4,4
257,4,3,4,3,2,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,3,4,5,5,5,5,3
258,2,2,3,4,2,2,4,4,4,4,2,2,3,3,3,4,3,4,4,4,3,3,4,4,5,4,3,3,3,3,3,4,3,4,3,4,3,4,3
259,2,2,4,1,2,2,3,3,3,3,4,4,3,3,4,4,3,3,5,5,4,4,3,5,4,4,4,4,4,4,4,4,5,5,5,4,4,3,1
260,1,2,3,2,2,2,4,5,4,3,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,5,4,2
261,2,3,4,2,1,1,4,4,3,3,5,5,5,5,3,3,2,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,3,3,3,3,2
262,5,4,3,4,1,4,4,4,4,5,5,4,4,5,5,4,5,4,3,3,3,3,4,4,4,4,5,4,5,5,4,5,5,3,4,4,4,3,4
263,1,3,2,1,2,2,2,2,2,2,3,4,4,4,3,3,4,3,4,4,4,4,4,3,2,3,4,5,5,5,4,5,4,5,3,4,4,2,3
264,2,2,3,3,2,2,5,5,5,5,4,4,4,4,5,5,4,4,4,3,4,4,3,3,3,3,3,4,3,4,5,4,4,4,4,5,4,4,3
265,3,2,4,2,1,3,4,5,4,5,4,4,3,4,4,3,3,3,5,5,5,5,4,3,4,4,3,3,4,3,4,3,4,4,5,5,5,4,3
266,3,3,4,1,3,2,4,4,4,4,5,5,5,4,3,4,3,3,5,5,4,5,4,4,3,4,2,3,3,3,5,5,5,4,4,4,4,5,2
267,2,1,1,1,2,3,4,4,4,4,3,3,3,3,3,2,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,2,3,3,3,2
268,2,1,2,2,2,1,5,5,4,5,2,3,3,4,3,3,3,4,5,5,5,5,4,4,4,5,3,4,4,4,4,5,5,4,5,4,4,4,2
269,1,2,2,3,3,3,4,4,5,5,5,5,5,5,4,4,3,4,5,4,4,5,4,5,4,4,4,5,5,5,4,5,5,5,4,4,4,3,3
270,1,1,3,1,1,4,5,5,5,5,4,4,4,4,5,4,4,5,4,5,5,4,4,4,5,4,3,4,4,5,3,2,1,2,5,5,5,5,4
271,3,1,4,2,1,3,4,4,4,4,5,5,5,5,3,4,4,4,4,4,4,4,5,5,4,5,4,2,3,2,4,5,5,5,5,3,4,4,1
272,3,1,2,2,3,4,3,4,3,4,3,3,3,4,4,4,4,3,5,5,5,5,3,4,3,3,2,2,3,3,4,4,3,3,4,5,5,4,2
273,3,1,3,3,2,1,4,3,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,5,5,4,5,4,3,4,4,3,3,3,2
274,4,1,4,1,2,2,3,3,3,4,3,4,4,4,2,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,5,4,3,2,2,4,1
275,2,4,3,4,3,2,3,3,3,4,4,4,4,4,3,3,3,3,4,5,4,4,3,2,3,2,3,4,4,3,3,3,4,3,3,2,2,2,1
276,2,2,3,1,3,2,2,3,2,2,3,2,2,2,5,4,4,5,5,5,4,5,5,5,5,5,2,4,2,3,4,4,4,4,3,3,3,3,1
277,3,2,3,2,4,2,4,4,3,4,4,3,4,3,2,3,2,2,3,3,5,3,3,3,2,4,5,3,4,4,3,4,4,2,3,2,3,3,1
278,2,2,3,1,2,2,3,2,3,2,2,3,3,3,5,4,5,3,3,3,4,4,3,3,4,3,5,4,5,4,5,4,5,4,2,2,4,4,1
279,2,1,2,1,2,1,4,4,4,5,5,5,5,5,4,3,3,4,5,5,5,5,5,4,5,5,4,4,3,5,3,4,3,3,4,4,4,4,2
280,3,4,3,2,2,2,4,4,4,5,4,5,4,4,4,3,3,4,5,4,4,5,4,5,5,4,4,4,4,3,4,3,4,4,3,5,4,4,3
281,4,3,3,1,1,1,4,4,4,3,1,3,1,2,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,2,2,2,3,4,4,4,4,3
282,1,1,4,3,2,3,4,4,3,5,5,5,5,5,4,4,4,3,4,4,4,4,5,4,5,4,3,3,4,3,4,4,4,4,4,4,5,5,3
283,1,2,3,1,1,2,5,5,5,5,5,5,5,5,4,4,3,4,3,3,2,3,5,4,5,5,4,4,5,5,4,4,3,3,5,5,5,5,3
284,1,3,4,2,4,1,4,5,4,4,3,4,3,3,4,3,4,4,4,4,4,3,5,4,5,4,5,4,4,4,5,3,3,4,4,4,5,3,1
285,2,4,2,1,2,2,2,2,2,4,2,3,2,2,4,3,4,4,5,4,4,4,2,2,3,3,2,2,2,2,3,4,3,2,2,2,2,2,1
286,1,2,3,1,2,2,4,3,4,4,5,5,5,5,2,2,3,2,4,4,4,3,3,3,4,3,5,3,3,4,2,2,3,3,2,3,3,2,1
287,2,2,1,1,2,3,4,3,3,3,2,3,3,2,3,3,3,2,5,5,5,4,2,2,2,3,4,4,4,5,4,5,4,4,3,2,4,4,1
288,2,1,2,2,1,2,3,3,2,4,4,2,4,4,4,5,3,5,4,4,3,4,4,4,5,4,4,3,3,4,5,4,4,5,4,3,2,3,3
289,1,4,3,2,1,2,4,3,2,3,4,3,4,3,5,5,5,5,3,4,3,3,4,4,3,5,4,3,4,3,3,2,3,3,3,3,3,2,2
290,2,1,4,2,2,3,3,4,4,3,4,3,4,4,3,3,2,2,3,3,3,4,4,3,4,5,3,2,2,3,4,5,3,4,4,4,4,5,4
291,1,4,1,2,1,2,3,4,4,4,4,4,4,5,3,4,3,4,3,5,4,5,5,4,4,5,5,4,4,4,5,4,4,4,5,5,4,5,4
292,1,2,3,2,2,1,4,5,5,4,4,3,3,3,4,4,4,4,5,5,4,5,5,5,5,5,4,4,4,3,3,4,4,3,3,4,4,4,1
293,3,2,4,1,3,2,5,5,5,4,3,3,3,3,5,5,5,5,4,3,4,3,4,4,4,4,2,2,2,3,3,3,5,4,4,4,5,4,1
294,1,2,2,2,3,4,4,5,3,5,3,3,3,3,2,3,3,2,5,4,5,5,4,5,4,4,3,4,3,4,2,2,2,3,3,3,4,3,2
295,1,1,3,5,2,2,4,3,3,3,3,4,4,3,4,4,4,2,5,5,5,5,3,5,4,4,5,4,5,5,5,4,5,4,3,4,3,4,1
296,2,1,3,2,1,2,3,3,3,4,3,4,4,3,2,4,3,4,3,3,4,3,4,3,5,4,3,2,3,3,3,3,2,2,4,3,3,3,3
297,3,1,3,3,3,1,4,4,5,5,4,3,4,4,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,5,4,3,3,4,5,5,5,5,2
298,1,1,2,1,3,1,3,4,3,4,2,2,3,4,5,5,5,5,4,3,3,3,4,4,4,4,4,5,4,4,5,4,4,5,4,3,4,3,1
299,2,3,2,3,1,2,3,4,4,4,5,5,5,4,4,3,4,4,5,5,4,4,3,3,2,2,5,5,4,5,3,3,3,3,4,4,4,4,4
300,1,2,4,3,3,2,4,5,5,5,4,4,4,3,2,3,3,3,5,5,5,5,3,4,4,4,4,4,3,4,3,3,2,2,4,5,4,4,2
301,1,1,3,2,2,1,4,5,4,4,3,4,3,3,4,4,5,4,5,5,5,5,5,5,5,4,3,4,5,3,4,4,4,4,4,3,4,4,1
302,2,4,1,5,3,4,5,3,4,4,3,4,3,4,4,5,5,5,4,3,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,2
303,2,3,4,1,4,3,3,3,3,4,4,3,4,4,4,3,3,4,1,2,2,2,2,3,3,3,3,4,3,4,4,4,3,4,2,2,1,2,1
304,2,4,1,1,1,2,4,3,3,3,3,3,3,3,4,4,4,3,4,5,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,4
305,2,4,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,4,4,5,4,4,3,3,4,5,4,3,3,3,5,5,4,5,3,4,3,3,2
306,4,1,2,3,2,1,5,4,3,3,3,3,4,3,4,4,5,5,3,2,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,1
307,2,2,4,1,4,2,3,4,3,3,5,4,5,5,4,3,3,4,5,5,3,5,4,5,4,5,3,4,3,4,4,4,4,5,4,4,4,4,1
308,1,3,2,1,2,3,3,4,4,4,3,4,4,4,4,4,3,4,2,3,3,3,5,5,5,5,5,5,5,5,3,2,3,2,4,4,4,4,1
309,3,2,2,1,3,3,2,3,3,3,3,3,4,4,4,5,5,4,3,5,3,4,5,5,5,5,4,4,4,5,3,5,4,5,2,3,3,4,1
310,1,1,2,1,1,3,3,3,3,3,4,3,4,4,5,5,4,5,3,3,3,3,5,5,4,4,3,4,4,4,4,4,5,4,4,4,4,4,2
311,2,3,2,3,2,2,4,5,4,4,4,3,3,4,4,4,4,3,4,3,3,3,4,4,3,4,3,3,3,3,4,5,5,4,4,5,4,4,3
312,1,1,4,2,1,4,4,4,5,4,5,4,5,5,3,4,3,4,4,5,5,5,3,4,4,5,5,4,5,4,3,3,3,3,4,4,4,4,2
313,1,1,4,1,4,1,3,2,3,3,4,2,3,3,4,4,5,3,3,3,3,4,2,2,2,1,4,3,4,4,3,3,4,2,4,3,4,3,1
314,4,2,2,2,3,3,3,2,3,2,3,4,4,3,3,2,3,2,3,4,4,3,2,2,4,3,4,4,4,4,4,4,5,4,4,3,3,3,2
315,3,2,3,1,3,4,3,3,4,3,5,5,5,4,5,4,5,5,5,4,4,5,3,5,4,3,4,2,4,4,5,5,4,4,4,5,4,4,3
316,2,2,3,1,4,1,3,4,4,3,4,4,4,4,4,4,3,4,4,5,5,5,3,3,3,3,5,4,5,4,4,5,3,4,4,3,4,4,1
317,1,1,4,2,1,3,4,4,3,4,4,4,4,3,5,5,5,4,5,5,4,4,3,3,3,4,3,3,3,4,4,3,4,5,4,4,4,4,3
318,1,3,3,5,2,1,4,4,4,5,2,2,3,3,4,3,4,4,2,2,3,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,3,3,2
319,1,1,3,4,1,2,3,3,3,3,5,4,5,5,5,5,5,5,5,5,4,5,4,3,3,4,5,5,5,5,4,5,5,5,4,4,4,4,4
320,1,1,3,1,1,2,3,4,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,5,4,5,5,4,3,4,4,2
321,2,3,3,4,1,2,4,4,4,3,3,2,3,3,3,3,4,4,3,3,2,3,5,5,5,5,4,5,5,4,4,3,2,3,4,4,4,4,2
322,2,4,1,3,2,4,3,3,3,4,5,5,5,5,5,5,4,5,4,3,4,3,5,3,4,5,5,5,5,5,4,4,3,3,4,3,4,3,1
323,2,3,3,3,1,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4,4,3,3
324,1,3,2,2,1,2,4,5,4,4,3,3,3,2,5,5,4,4,3,3,5,4,2,2,2,3,3,4,4,2,5,3,3,4,4,4,3,4,3
325,4,2,4,2,1,3,5,5,5,5,5,5,5,4,4,4,3,4,5,5,5,4,3,3,3,3,5,4,5,4,3,3,3,3,4,5,5,4,4
326,2,2,1,1,1,4,3,4,5,3,3,3,4,3,3,3,3,3,2,2,2,2,2,3,3,3,4,4,5,3,3,4,2,1,2,3,2,2,4
327,2,1,3,1,4,1,3,3,3,3,5,4,5,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,3,4,1
328,2,2,3,1,3,4,3,4,4,3,4,2,4,3,3,4,3,3,5,5,4,4,4,3,3,4,4,4,5,4,4,4,3,3,4,4,4,4,1
329,1,2,3,1,4,1,5,5,4,5,5,5,4,4,5,5,5,5,3,3,4,4,3,3,4,3,5,5,5,5,3,4,4,4,4,5,4,4,1
330,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,2,3,3,2,2,3,3,3,3,3,3,3,4,4,4,3
331,1,2,3,3,1,2,5,4,4,5,5,4,4,4,2,2,2,2,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,3,3,2,2,3,1
332,3,2,3,2,3,1,4,4,4,4,3,2,2,2,4,4,4,3,2,3,3,2,4,4,4,3,5,3,4,3,3,3,4,4,4,5,5,4,3
333,1,1,3,1,2,2,5,5,4,5,4,4,4,4,3,3,4,3,5,4,4,5,4,4,5,4,4,5,5,5,3,3,4,3,3,4,3,3,2
334,1,1,3,5,2,3,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,3,3,4,4,4,4,4,5,4
335,1,2,3,4,1,2,5,5,4,4,4,5,4,4,4,3,5,5,4,4,5,4,4,5,4,5,3,4,3,3,4,4,4,4,3,3,3,4,1
336,1,1,4,3,1,1,5,5,3,5,4,4,3,4,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4
337,3,3,2,5,1,2,4,5,4,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,3,4,3,3,4,3,4,4,3,3,4,5,5,3,4
338,2,2,4,2,2,4,3,3,3,3,3,2,3,3,5,3,3,4,4,4,5,5,4,4,4,4,4,4,5,4,2,3,2,3,3,2,4,4,1
339,2,2,3,5,2,2,3,3,4,3,2,2,3,2,4,3,4,5,4,5,5,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,2,1
340,1,2,1,1,1,2,5,5,5,5,5,3,5,4,5,4,4,4,5,5,5,4,3,4,4,4,5,4,4,4,3,4,3,3,5,4,4,4,3
341,2,3,1,2,1,2,2,3,2,3,4,4,4,3,4,3,4,4,3,3,3,4,4,3,3,4,3,2,3,3,3,4,3,2,4,3,4,4,2
