ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
170,2,2,2,1,1,3,4,4,3,4,5,5,5,5,2,4,3,3,2,2,2,2,3,1,3,3,2,2,2,2,3,2,3,3,4,3,2,2,2
171,1,1,4,3,4,1,2,4,1,3,5,5,5,4,3,3,3,2,4,2,3,3,2,1,3,2,4,3,3,4,4,4,5,4,4,5,2,3,2
172,2,4,3,1,4,2,4,4,4,4,2,3,2,2,4,4,3,3,5,5,4,4,5,2,3,3,4,3,3,3,4,4,5,5,4,4,3,4,1
173,4,2,4,1,1,1,3,4,3,4,5,5,5,5,5,5,4,4,3,5,5,5,5,5,4,5,3,4,3,4,3,3,3,4,5,5,5,5,4
174,1,3,4,2,2,3,4,4,4,4,4,4,4,4,3,3,5,4,4,4,3,4,4,5,5,4,5,5,4,5,4,4,3,3,5,3,4,3,2
175,1,1,4,2,1,1,3,1,2,2,3,3,3,5,3,4,3,3,5,4,4,5,4,4,2,4,1,1,1,1,3,3,3,4,4,3,4,2,3
176,4,4,3,3,4,4,4,5,4,5,5,3,2,3,5,5,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,5,4,5,5,2
177,3,2,3,1,2,4,4,3,3,3,3,3,2,4,3,4,3,2,4,4,3,4,4,4,4,4,4,4,4,3,3,2,3,2,3,4,4,3,2
178,2,1,1,2,1,2,4,3,3,4,3,3,4,4,3,4,3,3,3,2,3,4,2,2,4,1,1,2,2,3,3,3,3,4,4,3,3,3,2
179,4,1,3,2,2,3,4,4,4,4,3,3,2,2,4,4,3,4,5,5,5,5,3,5,4,4,3,2,2,3,2,4,3,3,4,3,4,4,2
180,1,3,3,1,1,4,4,3,4,3,4,3,3,4,4,3,2,4,4,4,3,5,4,4,5,4,3,4,3,4,3,4,2,2,5,4,4,4,3
181,1,1,4,4,1,3,2,2,2,1,1,1,1,1,2,2,2,3,4,4,3,4,5,3,4,4,2,2,3,2,3,4,3,3,3,2,3,3,1
182,1,2,2,5,4,2,4,4,4,4,2,2,3,4,2,1,1,2,3,3,3,3,4,3,3,4,2,2,1,2,3,3,3,3,1,2,3,3,1
183,1,1,3,1,1,3,4,4,4,5,5,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,4
184,3,4,2,1,2,1,3,2,2,2,3,2,3,3,2,3,3,3,5,4,4,3,4,4,4,3,4,4,3,3,4,3,4,4,3,2,2,3,1
185,5,2,3,2,3,2,3,3,3,2,4,3,3,4,5,5,2,5,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,5,5,5,4,4
186,1,2,3,2,2,4,4,4,3,3,4,4,3,4,4,4,4,3,5,4,5,5,4,3,5,4,3,3,4,3,2,1,2,3,4,3,4,3,2
187,1,1,3,4,1,2,5,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,4,3,4,4,5,3,3,5,4,4,4,5,5,4,4,4,3
188,1,1,2,3,2,2,3,5,4,4,3,2,3,3,4,5,5,5,4,3,3,3,5,4,5,4,5,5,5,4,5,4,5,5,4,3,4,4,1
189,5,2,3,1,4,3,3,2,3,2,4,5,4,4,4,4,4,5,4,5,3,4,3,3,1,2,3,2,3,3,3,2,3,2,3,2,3,2,1
190,2,2,3,4,1,2,3,4,3,2,3,2,1,3,3,2,4,3,4,4,5,4,4,4,4,5,1,3,4,3,2,1,2,1,4,1,4,3,1
191,3,3,3,1,3,2,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,2,5,5,5,5,5,5,3
192,1,2,2,3,2,2,4,3,3,2,3,4,4,4,3,3,2,3,5,3,4,5,2,1,2,4,4,5,4,4,3,1,2,3,2,2,2,2,1
193,1,1,4,3,2,2,2,1,2,1,2,2,3,2,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,1,4,2,2,2,1
194,1,1,3,1,1,1,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,4,3,3,4,4,4,3,4,5,5,5,5,4
195,4,2,3,1,1,2,5,5,5,5,4,3,5,4,5,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4
196,2,2,3,1,2,1,3,3,3,4,4,3,4,4,3,5,4,2,4,2,3,3,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,2
197,1,1,3,3,2,2,4,4,4,4,3,4,4,4,2,1,3,3,4,3,4,4,5,4,5,5,4,3,3,3,2,5,3,4,3,3,4,2,2
198,1,2,3,5,1,2,3,1,3,3,4,4,3,4,4,4,3,3,4,4,3,3,3,4,4,4,3,3,3,3,5,4,5,5,4,5,3,4,4
199,1,2,1,2,4,1,3,3,4,5,3,5,3,1,1,2,3,1,3,3,3,3,4,3,3,4,3,5,2,5,3,3,3,3,4,2,3,3,1
200,1,1,3,2,2,1,2,3,2,3,4,2,3,2,3,4,1,4,3,5,3,4,5,4,5,4,4,4,4,4,2,1,1,1,3,2,4,3,1
201,1,1,3,4,3,2,5,5,5,4,3,3,4,4,3,3,4,3,5,5,5,5,4,3,4,4,5,5,3,4,3,3,2,4,3,4,4,4,1
202,3,3,4,1,2,1,3,3,4,3,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,4,4,3,3,4,3,3,3,4,4,5,4,4,4
203,1,2,3,1,3,2,4,3,3,3,2,1,2,3,2,2,2,2,3,4,4,4,2,1,2,2,4,5,4,4,1,2,2,1,2,3,3,3,1
204,1,4,2,2,1,3,4,3,3,4,3,2,4,3,4,4,3,2,2,3,2,4,3,1,3,2,2,3,3,2,2,2,3,2,2,3,3,2,3
205,1,3,2,4,4,1,4,4,3,5,4,4,5,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,5,4,5,5,5,4,5,5,4,1
206,4,3,4,3,2,3,1,2,1,1,1,1,1,1,2,2,1,2,4,4,4,5,3,1,2,3,3,2,2,1,2,3,2,4,1,2,2,1,1
207,3,4,3,2,4,1,5,5,4,4,3,4,3,3,3,4,3,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,4,3,5,4,4,4,1
208,1,2,3,4,2,2,5,5,5,5,5,5,5,5,2,3,3,3,5,5,5,5,4,5,5,5,4,4,4,4,4,3,3,3,5,5,4,4,4
209,3,2,4,1,2,2,3,3,1,2,2,2,2,2,4,4,3,4,2,3,2,2,3,3,2,3,3,4,4,5,1,1,1,1,2,1,2,2,1
210,3,2,2,4,2,3,2,4,2,3,3,3,4,3,3,3,2,3,4,4,4,3,3,2,4,3,4,5,5,5,3,5,4,4,3,4,4,2,3
211,2,2,2,1,2,1,5,5,5,5,5,5,5,5,4,4,4,3,5,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,4,4
212,2,1,3,2,2,4,4,4,3,4,4,4,4,4,5,1,2,3,4,4,3,3,2,4,2,3,4,3,3,4,5,4,3,4,3,3,5,4,1
213,2,2,4,1,2,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,4,4,5,2
214,1,2,1,4,2,2,4,5,5,5,4,3,4,4,4,3,3,3,5,5,5,5,5,4,4,5,4,4,4,4,2,1,1,3,5,5,4,4,4
215,1,1,1,3,2,2,5,4,4,5,4,3,4,4,3,4,3,3,2,2,2,3,4,4,4,4,3,4,3,3,2,1,1,1,4,3,3,4,1
216,2,1,4,4,1,4,4,4,4,3,2,2,2,1,4,4,2,4,4,5,4,4,4,4,3,4,4,2,2,3,2,1,3,2,3,4,3,3,4
217,1,1,4,4,3,3,4,4,5,4,5,4,5,4,2,2,2,3,3,4,4,4,5,3,4,3,2,3,4,4,2,2,2,2,4,4,4,3,1
218,2,1,3,2,2,3,5,4,5,4,1,1,2,3,2,1,2,2,4,2,4,4,4,4,3,3,5,3,2,3,5,5,4,4,4,4,4,5,3
219,1,3,1,2,4,2,4,5,4,5,2,2,1,3,4,3,4,2,3,4,3,2,3,3,3,4,5,2,4,5,2,3,2,2,1,4,4,3,1
220,1,2,4,2,3,2,4,3,4,3,2,1,3,2,4,3,3,3,2,4,3,4,4,4,4,4,3,2,3,2,3,2,3,3,4,1,4,2,1
221,1,1,4,1,2,2,4,4,4,4,3,4,4,3,3,3,2,2,5,5,5,5,4,5,5,4,4,4,3,4,4,4,4,4,5,4,4,4,3
222,4,4,2,2,3,3,5,4,3,1,4,3,4,3,5,5,5,5,3,4,4,3,5,5,5,5,2,3,2,3,5,4,4,5,4,4,4,4,2
223,3,2,4,3,1,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3,4,2,4,3,4,4,4,3,4,4
224,2,2,3,1,2,3,4,4,3,4,4,4,5,3,3,2,1,3,2,3,1,2,5,5,5,5,5,5,4,5,5,5,5,5,3,3,4,4,2
225,1,2,2,1,2,3,5,4,4,5,1,3,3,2,5,5,5,4,5,5,5,5,3,3,4,3,3,3,2,4,4,3,3,3,5,4,4,4,2
226,1,1,4,4,2,3,2,2,2,2,3,4,4,4,3,3,3,3,2,2,3,2,5,5,4,4,4,3,4,4,2,3,2,2,5,4,4,4,2
227,1,1,4,4,2,2,3,4,3,4,2,3,2,2,3,3,3,3,4,5,3,4,4,4,5,4,4,3,5,4,4,3,3,3,3,3,2,3,1
228,2,1,2,2,1,1,3,4,4,3,5,4,5,3,5,5,4,5,5,5,5,5,4,5,5,3,4,2,3,3,4,4,5,5,4,5,4,4,4
229,2,1,3,1,2,3,5,5,5,5,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,5,4,4,5,5,5,5,3
230,2,1,3,1,2,3,2,2,1,2,2,3,3,3,2,2,2,1,1,2,2,4,4,4,3,3,4,4,4,5,4,4,5,4,2,4,3,2,2
231,2,2,4,1,4,3,4,2,2,3,4,2,3,4,5,5,4,4,5,4,4,4,4,4,4,3,4,3,4,3,5,5,5,5,4,4,4,3,1
232,1,3,1,2,1,2,3,3,2,2,4,3,4,3,4,4,4,4,5,5,4,4,5,5,5,5,5,4,5,5,4,2,4,3,5,5,4,5,4
233,1,2,2,2,1,2,4,4,5,5,5,5,5,4,4,5,4,4,5,5,5,5,3,4,2,4,4,4,5,3,5,5,5,4,5,5,5,4,4
234,2,2,3,1,1,3,5,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,3,2,4,4,5,3,4,5,4,3,3,4,5,4,4,4,4
235,2,1,3,2,1,2,2,3,3,2,4,4,4,4,2,2,2,3,3,4,2,2,1,3,3,3,4,3,4,3,1,1,1,2,3,2,3,3,2
236,2,4,1,2,1,2,4,5,4,5,4,3,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,5,5,5,5,4
237,1,2,4,1,2,1,3,3,4,2,4,4,3,4,3,3,4,2,3,3,3,2,3,4,3,3,3,2,2,2,3,2,4,2,2,2,3,3,1
238,2,2,3,2,2,2,4,3,2,4,3,3,3,3,4,4,4,3,2,2,2,2,5,4,3,3,5,4,4,4,4,2,4,3,2,2,2,3,1
239,2,1,2,1,2,2,3,2,4,3,3,2,3,2,4,2,4,3,3,4,3,3,3,3,3,3,3,5,3,3,3,2,1,2,2,2,3,1,1
240,2,2,2,1,3,2,3,4,3,2,2,2,4,3,5,5,4,4,5,5,5,4,2,1,2,2,2,2,3,3,3,2,2,4,3,3,3,3,2
241,2,2,4,3,2,1,3,4,3,4,5,3,4,4,4,3,3,3,3,3,4,4,2,2,2,4,5,4,4,4,3,4,5,4,4,3,3,3,1
242,1,3,1,1,1,1,3,2,2,3,1,2,2,3,3,4,3,4,5,4,3,3,2,3,2,2,3,3,2,3,1,3,3,3,3,3,3,3,3
243,3,4,4,4,3,2,5,5,4,5,4,4,4,4,4,4,3,4,5,4,4,4,3,3,3,3,3,4,3,4,4,4,5,4,4,5,5,4,4
244,2,2,3,1,3,2,3,4,4,3,4,4,5,5,5,4,5,4,5,5,5,5,2,2,2,2,4,4,4,4,2,1,2,3,4,4,5,5,2
245,2,3,2,2,3,2,5,5,5,5,3,3,4,3,4,4,5,3,4,4,4,3,4,3,5,5,3,2,2,3,4,5,5,5,4,5,5,5,2
246,1,3,2,5,2,4,4,5,2,4,4,4,3,3,3,3,2,2,4,4,4,4,3,2,2,2,4,3,2,3,2,1,1,1,2,3,4,2,2
247,1,3,4,1,3,2,4,4,4,3,3,1,2,3,4,4,4,5,3,3,2,3,3,2,3,2,3,2,2,3,5,5,5,4,2,3,3,3,1
248,3,1,3,4,1,1,2,1,1,2,4,1,3,3,4,2,1,2,3,2,2,3,4,3,3,3,3,2,2,3,2,4,3,2,3,3,4,3,3
249,1,2,2,2,2,1,4,4,3,4,3,3,3,4,3,5,4,4,4,1,4,4,4,4,2,5,5,5,4,4,4,4,4,3,4,5,4,4,3
250,4,3,3,2,4,3,3,2,3,4,5,5,5,5,5,4,5,3,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,5,5,5,5,2
251,1,1,3,1,1,2,2,3,3,2,5,2,3,3,3,4,4,2,3,3,5,4,5,3,5,5,4,3,2,3,3,3,2,3,4,2,3,3,1
252,1,2,2,3,2,3,5,5,4,5,5,4,5,4,4,3,5,4,5,5,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4
253,2,2,3,4,3,1,2,2,1,3,4,3,4,4,3,2,1,2,3,3,2,3,4,4,2,3,4,3,3,3,2,3,3,3,3,3,3,2,1
254,3,3,3,2,2,4,4,4,3,5,4,4,4,4,4,3,3,2,5,4,5,5,5,4,4,5,4,4,3,3,4,4,4,4,5,5,5,4,3
255,3,3,4,2,2,2,4,3,2,4,3,3,3,2,2,2,2,3,5,5,4,5,2,2,4,3,5,4,3,4,4,3,4,5,2,1,2,2,1
256,1,2,1,1,3,2,3,3,1,2,4,5,5,3,3,1,2,2,2,3,3,3,1,2,1,2,5,4,5,4,4,4,5,4,3,2,2,2,1
257,2,2,3,3,2,2,4,5,3,4,3,3,5,4,3,3,4,2,4,4,4,5,3,4,4,4,4,4,4,3,4,3,4,3,5,5,2,5,4
258,3,2,2,3,2,4,3,2,2,4,3,4,3,3,2,3,3,1,3,3,3,2,3,3,4,3,4,4,3,4,5,4,5,5,2,2,3,2,1
259,1,2,3,3,1,2,5,4,5,5,4,5,5,4,5,3,3,3,3,3,4,4,5,5,5,4,5,4,4,5,5,4,4,4,5,5,5,5,4
260,3,1,3,2,2,3,3,4,3,3,3,4,4,4,5,5,4,4,2,3,4,3,5,3,4,3,4,4,3,4,3,3,3,4,4,3,4,4,1
261,2,2,4,3,1,1,4,3,3,4,4,3,4,3,5,4,4,5,4,5,4,5,4,3,3,4,5,4,3,4,4,4,5,5,4,5,5,4,4
262,5,2,3,2,2,4,4,3,4,4,3,3,5,4,3,3,3,4,3,4,3,4,3,3,3,4,4,4,3,3,5,5,5,4,3,5,5,4,4
263,1,2,4,2,2,2,2,3,2,2,2,3,2,2,3,4,3,4,3,1,2,1,3,4,2,2,2,2,3,1,2,2,2,3,3,2,3,1,1
264,3,1,4,1,1,3,4,3,4,4,2,1,3,1,3,1,1,1,3,4,4,3,5,3,3,3,5,4,4,4,2,2,3,3,2,4,4,4,4
265,1,1,4,1,2,3,4,3,4,4,4,3,3,4,5,5,4,4,5,5,5,4,2,3,3,2,5,4,4,4,4,5,5,5,5,4,5,5,4
266,1,1,2,2,2,2,5,4,4,5,4,2,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,2,4,3,4,5,4,3,4
267,1,3,3,3,3,3,5,4,4,3,5,5,5,5,5,4,4,5,5,4,4,5,4,5,3,4,4,5,5,4,5,4,4,5,4,4,4,4,1
268,2,2,3,5,1,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,5,4,3,4,3,5,5,5,5,5,5,5,5,4
269,1,2,3,1,3,2,2,2,1,3,3,3,4,2,1,1,1,1,1,2,2,2,4,3,3,3,3,2,3,2,4,4,4,3,1,1,2,1,1
270,2,4,1,1,3,2,4,4,3,5,4,3,5,5,4,3,4,4,4,3,3,5,3,4,3,4,5,5,3,5,4,3,4,3,4,5,3,3,2
271,3,4,4,2,2,2,4,4,4,4,3,2,4,3,3,1,3,2,3,4,3,3,4,5,4,4,3,3,3,4,4,4,5,5,4,5,4,5,4
272,2,3,2,3,2,2,1,1,3,3,3,4,4,3,3,3,3,4,3,4,3,4,2,3,3,2,4,4,4,4,5,4,4,4,2,4,4,3,3
273,1,1,1,3,1,3,5,3,1,4,2,3,3,2,4,4,4,3,3,3,4,2,4,4,4,3,3,2,2,1,3,3,4,3,5,4,3,4,3
274,2,2,3,1,3,2,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,4,4,3,4,4,5,5,4,5,3
275,1,1,2,3,2,2,1,2,2,2,2,4,2,2,2,3,3,1,2,2,3,3,4,4,4,4,1,1,2,1,1,1,2,1,2,2,2,2,1
276,2,2,2,1,2,2,4,4,4,3,2,1,1,1,1,2,2,3,4,4,4,4,3,2,4,4,4,4,4,5,3,3,3,4,4,4,4,2,3
277,1,2,2,4,2,3,2,4,2,3,4,3,4,4,2,2,2,3,3,2,3,3,3,2,1,2,3,4,3,3,3,2,2,3,2,2,1,2,1
278,4,3,3,4,3,2,4,2,2,2,3,4,4,4,4,4,3,3,2,1,3,2,3,3,4,3,4,2,3,4,4,5,5,3,2,3,2,1,1
279,1,4,4,3,2,3,5,5,5,4,3,4,5,3,5,4,4,4,4,3,2,4,5,5,5,5,4,4,5,4,4,5,5,4,4,5,4,4,2
280,4,3,3,1,4,1,4,5,4,4,4,4,4,4,5,5,5,5,4,3,3,4,3,3,4,3,4,5,4,5,5,5,5,5,5,5,4,4,3
281,1,4,2,2,4,2,2,3,1,2,3,4,2,3,3,3,2,3,1,2,1,1,2,3,2,1,4,3,3,4,2,2,2,2,2,3,2,3,1
282,1,1,1,1,1,4,4,5,5,5,4,5,5,4,3,3,3,3,5,4,4,5,4,4,4,3,4,4,3,3,4,2,4,1,4,3,4,3,3
283,2,3,1,3,3,2,2,2,3,4,2,2,3,2,3,4,3,3,4,2,3,3,4,2,4,4,4,4,3,2,4,4,3,3,3,3,3,3,1
284,2,1,3,1,1,2,4,2,5,3,3,4,2,3,5,5,4,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,5,4,5,5,4
285,4,4,3,2,2,2,2,3,3,5,3,3,4,3,5,5,5,5,4,4,4,4,3,3,2,3,5,4,4,4,3,3,3,3,2,3,3,1,1
286,1,2,3,1,2,2,4,4,4,3,2,3,3,3,4,3,3,2,2,2,3,3,4,4,3,5,4,5,4,4,2,2,2,3,2,3,3,2,1
287,1,1,2,2,2,2,5,4,4,4,3,4,4,3,3,3,2,3,2,3,3,4,2,3,4,4,3,3,4,4,4,4,3,4,5,4,4,5,3
288,1,1,4,4,2,3,5,4,4,4,2,3,4,3,4,4,4,4,4,4,4,5,4,2,4,3,4,3,3,4,4,4,5,4,4,4,5,4,1
289,2,2,3,4,2,1,4,3,3,4,3,4,4,3,5,4,4,4,5,4,5,5,3,4,4,4,5,5,5,5,2,2,3,2,4,4,4,4,2
290,1,2,3,2,1,1,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,5,5,3,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4
291,1,1,3,1,1,1,4,3,3,4,3,4,4,3,3,3,4,3,4,4,5,4,4,3,3,3,4,4,4,3,2,1,1,2,4,3,4,5,3
292,2,3,3,3,2,2,4,4,5,4,3,1,4,4,4,3,4,4,5,5,4,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,2
293,3,4,3,1,1,2,4,4,3,5,3,4,3,4,4,3,4,3,4,4,3,5,3,3,3,2,3,4,3,3,4,4,5,3,2,3,3,4,3
294,3,2,3,1,3,2,5,5,4,5,4,3,3,3,2,3,2,2,3,3,4,4,5,5,4,5,4,3,3,2,3,3,3,3,4,4,4,3,2
295,1,4,3,2,1,3,5,5,5,5,4,4,5,5,4,3,3,4,5,5,5,5,2,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4
296,4,3,3,3,2,2,5,4,5,5,4,3,3,3,4,4,3,4,4,4,3,4,4,3,4,3,2,1,2,3,5,2,4,3,4,3,4,4,2
297,1,2,4,2,2,2,4,3,4,4,4,4,5,4,5,4,4,3,4,4,5,5,2,4,2,2,5,5,4,5,3,3,4,4,4,4,4,4,2
298,2,2,2,3,1,2,4,4,4,4,4,4,5,4,3,3,2,2,5,5,5,5,2,3,2,4,5,5,5,5,4,4,4,4,5,5,5,5,4
299,3,3,4,2,1,1,2,2,1,3,4,4,4,4,4,3,1,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,5,3,4,4,5,3
300,1,1,3,3,1,1,3,3,3,3,3,2,4,4,4,4,3,3,4,5,3,5,3,4,3,3,5,4,4,4,3,3,2,2,4,3,5,4,4
301,2,1,4,1,1,2,2,3,3,2,5,3,4,4,1,2,2,1,3,2,3,3,2,2,2,2,4,3,3,4,4,3,4,3,1,2,2,2,2
302,2,1,2,1,2,1,4,3,4,3,4,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,5,2,3,2,1,4,3,4,4,1
303,4,2,3,4,1,2,4,4,5,4,5,4,4,3,4,5,4,4,3,4,3,2,3,2,4,3,4,2,3,3,4,4,5,4,3,4,3,3,4
304,3,4,2,2,4,4,2,1,1,2,4,4,4,4,4,4,4,5,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,5,3,3,3,3,1
305,1,1,4,2,1,1,3,4,4,4,5,5,4,5,1,3,2,2,3,4,2,3,3,3,4,3,2,3,3,3,4,4,3,5,4,3,4,1,2
306,3,3,4,2,4,4,5,5,5,4,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,2
307,2,1,2,2,3,4,5,4,4,4,5,4,4,4,5,5,5,5,5,4,5,5,4,3,4,4,3,4,3,3,5,4,5,4,5,4,5,5,1
308,3,4,3,2,2,2,4,4,4,3,3,2,2,2,4,5,4,4,4,4,2,3,1,2,3,3,5,4,5,5,3,5,4,4,5,5,5,4,4
309,2,1,2,3,2,2,2,2,2,4,3,4,5,3,5,4,4,4,4,4,4,5,4,3,4,3,5,4,3,5,1,1,1,1,4,3,3,4,2
310,1,2,3,2,1,4,3,2,3,1,3,3,3,2,4,4,2,3,3,4,3,1,4,5,4,4,3,2,2,4,2,3,4,4,3,3,4,3,2
311,3,4,3,2,3,2,3,2,3,3,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,5,3,3,3
312,2,4,3,5,4,2,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,3,2,4,5,4,5,5,4,5,5,5,4,4,3,4,1
313,1,2,4,3,3,1,3,2,2,2,3,2,3,1,4,4,4,4,4,4,4,4,5,5,4,5,2,3,2,4,4,5,5,4,4,3,5,4,1
314,2,2,3,1,2,2,3,4,3,2,2,2,2,3,3,4,4,3,4,4,4,4,3,3,4,3,4,3,1,2,2,3,2,2,3,3,3,3,1
315,1,1,3,1,2,4,4,5,5,5,2,2,3,3,3,2,4,3,4,3,2,4,5,3,4,3,4,4,5,3,2,2,3,1,4,4,4,2,2
316,1,1,4,4,2,3,2,1,1,1,1,1,1,1,3,2,4,3,4,4,3,3,2,4,4,3,2,2,2,3,1,2,2,1,3,4,4,3,3
317,2,2,3,2,1,3,4,3,4,3,4,3,3,2,3,4,3,3,3,4,3,3,4,4,4,4,3,2,3,4,4,4,3,3,5,4,4,5,4
318,1,3,1,3,3,2,4,2,3,3,4,1,3,2,3,4,4,3,3,3,2,2,2,3,4,3,4,3,4,4,1,2,2,2,2,4,3,4,2
319,1,2,2,1,2,3,3,2,2,3,4,3,4,3,5,4,3,4,3,5,3,3,3,3,4,3,4,4,3,4,5,4,4,4,2,4,3,3,2
320,2,2,2,2,1,2,3,1,3,4,3,5,4,3,4,4,4,3,4,5,4,4,5,5,4,4,3,4,2,4,3,2,3,3,4,3,5,3,2
321,3,2,2,5,1,1,4,4,3,4,3,5,4,4,5,3,4,4,5,5,5,5,5,5,5,5,3,3,5,3,5,3,5,5,4,5,4,4,4
322,1,2,2,1,1,1,3,3,3,3,1,1,2,3,3,4,4,2,4,4,4,2,3,3,4,3,3,3,3,3,3,4,4,4,2,3,4,2,3
323,1,1,2,2,2,4,3,3,3,3,4,4,4,3,4,5,5,5,5,3,4,4,4,5,4,5,3,5,4,3,3,2,2,3,3,3,3,3,1
324,1,2,2,4,2,2,4,4,3,4,4,4,4,4,5,4,3,5,5,4,5,5,4,4,4,4,3,4,4,4,4,3,3,4,5,4,4,4,2
325,2,1,2,2,2,4,4,4,5,5,5,3,3,4,3,3,3,1,5,5,4,4,4,3,3,5,4,4,3,3,4,3,5,4,4,4,4,4,2
326,2,3,4,1,3,3,4,4,4,4,2,3,3,2,5,5,5,5,5,4,5,4,3,3,4,2,4,3,4,4,3,3,3,3,2,2,3,3,1
327,3,2,4,5,1,3,3,2,3,2,5,5,5,5,4,4,3,3,5,4,4,4,2,2,3,1,5,4,3,4,2,2,3,3,3,4,4,3,3
328,2,2,3,4,2,3,3,2,3,2,3,3,3,2,3,4,4,3,5,4,4,2,4,3,3,3,3,2,3,2,5,3,4,3,4,3,4,4,2
329,2,3,3,2,3,1,2,2,1,2,2,1,2,2,3,3,3,3,4,3,4,4,2,2,2,1,3,3,3,3,4,3,4,4,1,1,2,1,1
330,2,2,3,3,3,1,3,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,4,5,5,3,5,5,4,3
331,2,2,3,1,3,3,4,3,4,4,3,2,2,2,3,4,4,5,4,4,3,4,4,4,4,4,3,4,3,4,3,2,2,4,5,4,4,4,2
332,3,4,4,3,4,1,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,5,3,3,4,4,4,4,1
333,2,3,3,1,1,1,2,2,1,4,3,2,3,4,2,2,2,1,3,3,3,2,3,2,3,3,3,3,2,2,1,1,2,3,3,2,3,1,2
334,4,3,1,1,2,2,1,1,1,1,3,1,2,1,2,2,1,2,3,3,3,3,4,3,4,4,2,3,2,3,1,1,2,1,2,2,2,2,1
335,2,2,2,1,1,2,3,4,2,3,2,1,2,2,2,2,2,3,4,4,4,4,3,2,2,2,4,3,2,4,1,4,1,2,3,4,2,3,4
336,3,3,3,3,3,1,1,1,1,1,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,4,5,4,4,3,3,4,3,3,3,3,3,1
337,1,1,3,2,2,3,4,5,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4
338,4,2,3,1,2,2,3,3,3,3,2,2,2,3,2,3,3,1,5,4,3,4,1,1,2,2,4,4,4,4,3,3,3,3,2,1,2,2,1
339,1,3,4,2,4,1,4,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,5,1,1,1,2,4,4,4,4,1
340,1,3,4,2,2,2,5,5,4,5,3,2,2,2,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4
341,1,1,1,1,1,2,3,4,3,4,3,3,3,3,5,4,4,3,1,1,1,2,4,4,3,3,2,2,2,3,2,1,1,1,3,4,3,3,3
